subject,Activity_id,Activity,split,tBodyAccMag-mean(),tBodyAccJerkMag-mean(),tBodyGyroMag-mean(),tBodyGyroJerkMag-mean(),tGravityAccMag-mean(),fBodyAccMag-mean()
7,6,LAYING,train,-0.43729901,-0.8216895,-0.46230049,-0.84097817,-0.43729901,-0.010461843
7,6,LAYING,train,-0.92890155,-0.98286746,-0.73445379,-0.98290829,-0.92890155,-0.92132198
7,6,LAYING,train,-0.96221735,-0.98697929,-0.86232675,-0.98785545,-0.96221735,-0.97829487
7,6,LAYING,train,-0.97243941,-0.98755689,-0.9397408,-0.98933455,-0.97243941,-0.98298569
7,6,LAYING,train,-0.97146645,-0.99191423,-0.97431429,-0.99189404,-0.97146645,-0.98787399
7,6,LAYING,train,-0.96738467,-0.98890023,-0.96711489,-0.9931952,-0.96738467,-0.98249382
7,6,LAYING,train,-0.96442834,-0.98730421,-0.96757027,-0.99135,-0.96442834,-0.9800505
7,6,LAYING,train,-0.97165437,-0.98266231,-0.97492146,-0.98535452,-0.97165437,-0.97723213
7,6,LAYING,train,-0.97340648,-0.98364713,-0.96728708,-0.98378388,-0.97340648,-0.97566456
7,6,LAYING,train,-0.9726903,-0.98564121,-0.96733505,-0.98247367,-0.9726903,-0.98119574
7,6,LAYING,train,-0.97328124,-0.98344289,-0.97656664,-0.98329258,-0.97328124,-0.98256684
7,6,LAYING,train,-0.97737354,-0.98744946,-0.97947281,-0.99029694,-0.97737354,-0.98520224
7,6,LAYING,train,-0.9806297,-0.988937,-0.98270029,-0.99174329,-0.9806297,-0.98846862
7,6,LAYING,train,-0.9011803,-0.9607971,-0.91267341,-0.96457726,-0.9011803,-0.83320426
7,6,LAYING,train,-0.77998626,-0.92435092,-0.62059226,-0.93074941,-0.77998626,-0.54209558
7,6,LAYING,train,-0.95837771,-0.99315097,-0.8122166,-0.9893301,-0.95837771,-0.98123308
7,6,LAYING,train,-0.95574338,-0.99314896,-0.9313267,-0.99196281,-0.95574338,-0.98324077
7,6,LAYING,train,-0.95746979,-0.99438013,-0.96778443,-0.99308771,-0.95746979,-0.98705161
7,6,LAYING,train,-0.96443708,-0.99479448,-0.95925056,-0.99286385,-0.96443708,-0.98476708
7,6,LAYING,train,-0.96664378,-0.99152918,-0.95657977,-0.99142829,-0.96664378,-0.9814166
7,6,LAYING,train,-0.96572878,-0.99080607,-0.96314221,-0.99203484,-0.96572878,-0.98128178
7,6,LAYING,train,-0.96779561,-0.99293577,-0.96808173,-0.99403092,-0.96779561,-0.98793623
7,6,LAYING,train,-0.96282759,-0.98742016,-0.95732302,-0.98695942,-0.96282759,-0.93107439
7,6,LAYING,train,-0.93905691,-0.97355069,-0.94905337,-0.97760072,-0.93905691,-0.92924133
7,6,LAYING,train,-0.93510112,-0.96937333,-0.9538125,-0.9746136,-0.93510112,-0.92607434
7,6,LAYING,train,-0.95806885,-0.97457648,-0.95922193,-0.97907752,-0.95806885,-0.96547937
7,6,LAYING,train,-0.96887946,-0.98416665,-0.96040093,-0.98741686,-0.96887946,-0.97885905
7,1,WALKING,train,-0.47444281,-0.62419381,-0.63301388,-0.71824462,-0.47444281,-0.60275428
7,1,WALKING,train,-0.33198766,-0.46010071,-0.55198525,-0.57381868,-0.33198766,-0.48073785
7,1,WALKING,train,-0.24687591,-0.35657564,-0.49759155,-0.47797826,-0.24687591,-0.32841852
7,1,WALKING,train,-0.23801645,-0.34486744,-0.4758551,-0.45426643,-0.23801645,-0.2710149
7,1,WALKING,train,-0.21860126,-0.32602016,-0.48249374,-0.45342987,-0.21860126,-0.24537115
7,1,WALKING,train,-0.17594834,-0.30417717,-0.476859,-0.42968691,-0.17594834,-0.20638441
7,1,WALKING,train,-0.1449101,-0.24562187,-0.41927162,-0.36358851,-0.1449101,-0.1165184
7,1,WALKING,train,-0.19423982,-0.27208863,-0.32732917,-0.39843307,-0.19423982,-0.13696906
7,1,WALKING,train,-0.22223951,-0.31398621,-0.30439652,-0.42769077,-0.22223951,-0.1975483
7,1,WALKING,train,-0.17687403,-0.28270565,-0.37053269,-0.38477144,-0.17687403,-0.25934887
7,1,WALKING,train,-0.14611933,-0.26969803,-0.41222553,-0.37952783,-0.14611933,-0.25716463
7,1,WALKING,train,-0.06904544,-0.15793549,-0.32262873,-0.27122349,-0.06904544,-0.093869279
7,1,WALKING,train,-0.056097662,-0.10003891,-0.27505388,-0.22373551,-0.056097662,-0.013114917
7,1,WALKING,train,-0.14113612,-0.19722641,-0.36006543,-0.33413319,-0.14113612,-0.15573916
7,1,WALKING,train,-0.16445632,-0.25088665,-0.39565384,-0.38432788,-0.16445632,-0.15862191
7,1,WALKING,train,-0.20943372,-0.39067904,-0.17464051,-0.4748633,-0.20943372,-0.38032055
7,1,WALKING,train,-0.09188078,-0.22127046,-0.23188636,-0.35258183,-0.09188078,-0.22416098
7,1,WALKING,train,-0.050800892,-0.16701481,-0.31105774,-0.34247773,-0.050800892,-0.16762305
7,1,WALKING,train,-0.12580196,-0.2282274,-0.40383078,-0.39018462,-0.12580196,-0.20794788
7,1,WALKING,train,-0.10856853,-0.25388229,-0.37984108,-0.35359216,-0.10856853,-0.18905435
7,1,WALKING,train,-0.11777865,-0.24253387,-0.35214567,-0.33655896,-0.11777865,-0.18023324
7,1,WALKING,train,-0.16598131,-0.27038944,-0.39400918,-0.41213082,-0.16598131,-0.24861848
7,1,WALKING,train,-0.084290745,-0.22187724,-0.39051541,-0.38584089,-0.084290745,-0.20275431
7,1,WALKING,train,-0.015433064,-0.1475411,-0.40182806,-0.34918154,-0.015433064,-0.27101303
7,1,WALKING,train,-0.019236333,-0.16392907,-0.40390933,-0.38629839,-0.019236333,-0.18629888
7,1,WALKING,train,0.027533659,-0.091009381,-0.3270896,-0.29450003,0.027533659,-0.10216303
7,1,WALKING,train,-0.032060627,-0.12257412,-0.36316471,-0.28857372,-0.032060627,-0.0323064
7,1,WALKING,train,-0.13133409,-0.22077335,-0.4183414,-0.37498269,-0.13133409,-0.13622113
7,1,WALKING,train,-0.17279493,-0.22293582,-0.3831173,-0.39735504,-0.17279493,-0.17259934
7,3,WALKING_DOWNSTAIRS,train,-0.39586427,-0.4788931,-0.45444641,-0.65286527,-0.39586427,-0.076348071
7,3,WALKING_DOWNSTAIRS,train,-0.32985241,-0.41074128,-0.48304348,-0.59821851,-0.32985241,-0.040586581
7,3,WALKING_DOWNSTAIRS,train,-0.291714,-0.4396825,-0.34513176,-0.59694582,-0.291714,-0.079765644
7,3,WALKING_DOWNSTAIRS,train,-0.16980998,-0.25465507,-0.20310671,-0.41498629,-0.16980998,0.2901837
7,3,WALKING_DOWNSTAIRS,train,-0.16075055,-0.25207664,-0.29638923,-0.37408968,-0.16075055,0.30236169
7,3,WALKING_DOWNSTAIRS,train,-0.15270787,-0.31377332,-0.27503082,-0.47761568,-0.15270787,0.21718179
7,3,WALKING_DOWNSTAIRS,train,-0.10698791,-0.30763406,-0.19093039,-0.46192382,-0.10698791,0.177507
7,3,WALKING_DOWNSTAIRS,train,-0.19461607,-0.38057087,-0.25960823,-0.5346386,-0.19461607,0.087515617
7,3,WALKING_DOWNSTAIRS,train,-0.20836894,-0.38772479,-0.35357634,-0.54247931,-0.20836894,0.099942104
7,3,WALKING_DOWNSTAIRS,train,-0.1730461,-0.38628038,-0.43734756,-0.53999451,-0.1730461,0.086948676
7,3,WALKING_DOWNSTAIRS,train,-0.21240294,-0.40487138,-0.51701649,-0.61936512,-0.21240294,-0.037388801
7,3,WALKING_DOWNSTAIRS,train,-0.18990643,-0.41180027,-0.52189632,-0.62470763,-0.18990643,-0.14223069
7,3,WALKING_DOWNSTAIRS,train,-0.10811182,-0.33963398,-0.22822073,-0.55354417,-0.10811182,0.016207995
7,3,WALKING_DOWNSTAIRS,train,-0.090772802,-0.29219071,-0.16206726,-0.50262913,-0.090772802,0.084732753
7,3,WALKING_DOWNSTAIRS,train,-0.083405859,-0.26254161,-0.36174469,-0.4905986,-0.083405859,0.21971107
7,3,WALKING_DOWNSTAIRS,train,0.073622432,-0.1509976,-0.16380141,-0.35238112,0.073622432,0.25269224
7,3,WALKING_DOWNSTAIRS,train,0.24223127,-0.0037609364,-0.01054786,-0.26267355,0.24223127,0.48182014
7,3,WALKING_DOWNSTAIRS,train,0.19762982,0.0021109906,-0.18281564,-0.27960735,0.19762982,0.44708554
7,3,WALKING_DOWNSTAIRS,train,0.027656357,-0.14382532,-0.15216247,-0.33578787,0.027656357,0.21894696
7,3,WALKING_DOWNSTAIRS,train,0.03728959,-0.10266125,-0.28140589,-0.38807563,0.03728959,0.22472991
7,3,WALKING_DOWNSTAIRS,train,0.080950977,-0.088695244,-0.062525827,-0.35593851,0.080950977,0.40631361
7,3,WALKING_DOWNSTAIRS,train,0.17305652,-0.031015085,-0.059642079,-0.26084372,0.17305652,0.41182009
7,3,WALKING_DOWNSTAIRS,train,0.27962063,0.082804242,-0.13297487,-0.22728169,0.27962063,0.41664814
7,3,WALKING_DOWNSTAIRS,train,0.19915957,0.013474424,-0.062590909,-0.27446461,0.19915957,0.39211696
7,3,WALKING_DOWNSTAIRS,train,0.17151573,0.033592234,-0.096915404,-0.20826086,0.17151573,0.38622534
7,2,WALKING_UPSTAIRS,train,-0.16780492,-0.52350606,-0.029327487,-0.69781099,-0.16780492,-0.51916732
7,2,WALKING_UPSTAIRS,train,-0.27422138,-0.51662728,-0.25488378,-0.69563882,-0.27422138,-0.48694067
7,2,WALKING_UPSTAIRS,train,-0.29757936,-0.54494338,-0.37235475,-0.71204733,-0.29757936,-0.41178792
7,2,WALKING_UPSTAIRS,train,-0.30327617,-0.58742072,-0.30152821,-0.72203252,-0.30327617,-0.41479428
7,2,WALKING_UPSTAIRS,train,-0.31971787,-0.59164489,-0.31318188,-0.74787132,-0.31971787,-0.41917472
7,2,WALKING_UPSTAIRS,train,-0.31280178,-0.5586954,-0.36657345,-0.7250477,-0.31280178,-0.40285996
7,2,WALKING_UPSTAIRS,train,-0.31353591,-0.56659449,-0.26968932,-0.69916607,-0.31353591,-0.40942048
7,2,WALKING_UPSTAIRS,train,-0.28416351,-0.5693416,-0.24573548,-0.72435485,-0.28416351,-0.39969867
7,2,WALKING_UPSTAIRS,train,-0.26035767,-0.55635174,-0.31913654,-0.73981812,-0.26035767,-0.42274962
7,2,WALKING_UPSTAIRS,train,-0.2933219,-0.59962854,-0.39264631,-0.75064157,-0.2933219,-0.46515853
7,2,WALKING_UPSTAIRS,train,-0.024585914,-0.4243624,-0.0810388,-0.65688848,-0.024585914,-0.34088373
7,2,WALKING_UPSTAIRS,train,-0.18266044,-0.46609178,-0.30146863,-0.69375473,-0.18266044,-0.46724087
7,2,WALKING_UPSTAIRS,train,-0.23203678,-0.46541808,-0.20152425,-0.66199383,-0.23203678,-0.48072384
7,2,WALKING_UPSTAIRS,train,-0.24000562,-0.4848138,-0.24459382,-0.66793936,-0.24000562,-0.45602822
7,2,WALKING_UPSTAIRS,train,-0.25651022,-0.48156525,-0.35009769,-0.6929755,-0.25651022,-0.47393866
7,2,WALKING_UPSTAIRS,train,-0.24010542,-0.46233951,-0.2082436,-0.68141706,-0.24010542,-0.46126566
7,2,WALKING_UPSTAIRS,train,-0.17890731,-0.46452821,-0.19331484,-0.68021208,-0.17890731,-0.45888413
7,2,WALKING_UPSTAIRS,train,-0.14368721,-0.43071129,-0.27574135,-0.66867806,-0.14368721,-0.37501169
7,2,WALKING_UPSTAIRS,train,-0.021945605,-0.38417515,-0.041842601,-0.6120267,-0.021945605,-0.29056114
7,2,WALKING_UPSTAIRS,train,-0.14569502,-0.41391104,-0.18632847,-0.62058324,-0.14569502,-0.37976957
7,2,WALKING_UPSTAIRS,train,-0.19153275,-0.42884709,-0.10599952,-0.6407431,-0.19153275,-0.39942175
7,2,WALKING_UPSTAIRS,train,-0.20257369,-0.44227215,-0.13572273,-0.65774062,-0.20257369,-0.42315915
7,2,WALKING_UPSTAIRS,train,-0.19061789,-0.4572307,-0.2242489,-0.6737499,-0.19061789,-0.44865186
7,2,WALKING_UPSTAIRS,train,-0.16834486,-0.46034021,-0.14564715,-0.6715142,-0.16834486,-0.44392584
7,2,WALKING_UPSTAIRS,train,-0.2080643,-0.47042873,-0.20013226,-0.6875404,-0.2080643,-0.46111162
7,2,WALKING_UPSTAIRS,train,-0.24947829,-0.5015002,-0.29762331,-0.71326237,-0.24947829,-0.46208733
7,5,STANDING,train,-0.78707881,-0.88044069,-0.73255802,-0.87272484,-0.78707881,-0.78655407
7,5,STANDING,train,-0.74828562,-0.90431482,-0.71864601,-0.90340347,-0.74828562,-0.81638947
7,5,STANDING,train,-0.85064447,-0.93550196,-0.8370484,-0.9435452,-0.85064447,-0.8306332
7,5,STANDING,train,-0.92700742,-0.94636324,-0.91348937,-0.95649486,-0.92700742,-0.92372564
7,5,STANDING,train,-0.93814186,-0.94650522,-0.92796191,-0.95555759,-0.93814186,-0.93792706
7,5,STANDING,train,-0.9300739,-0.93481865,-0.91358353,-0.94610237,-0.9300739,-0.91945116
7,5,STANDING,train,-0.94150117,-0.95616388,-0.92845148,-0.96110693,-0.94150117,-0.93174854
7,5,STANDING,train,-0.92710005,-0.94037273,-0.90902809,-0.94692179,-0.92710005,-0.83209196
7,5,STANDING,train,-0.91942978,-0.93301764,-0.89372084,-0.93809669,-0.91942978,-0.83335775
7,5,STANDING,train,-0.96362375,-0.9753318,-0.95232329,-0.97699039,-0.96362375,-0.96642742
7,5,STANDING,train,-0.96297275,-0.97783018,-0.94304302,-0.9787988,-0.96297275,-0.94389795
7,5,STANDING,train,-0.92379759,-0.95956093,-0.87905892,-0.95824254,-0.92379759,-0.9109151
7,5,STANDING,train,-0.71132749,-0.97255922,-0.95337498,-0.98314862,-0.71132749,-0.70574708
7,5,STANDING,train,-0.95387552,-0.98878059,-0.96415996,-0.99289578,-0.95387552,-0.95338402
7,5,STANDING,train,-0.97932137,-0.99284602,-0.97457038,-0.9947485,-0.97932137,-0.98128681
7,5,STANDING,train,-0.97502481,-0.98897648,-0.97806763,-0.99333047,-0.97502481,-0.98378817
7,5,STANDING,train,-0.97390702,-0.98749195,-0.98679971,-0.99333147,-0.97390702,-0.98484586
7,5,STANDING,train,-0.98656393,-0.99163723,-0.99017797,-0.9952124,-0.98656393,-0.98784872
7,5,STANDING,train,-0.98586644,-0.99409616,-0.98907609,-0.99463112,-0.98586644,-0.99043229
7,5,STANDING,train,-0.98043669,-0.99523072,-0.98861261,-0.9952069,-0.98043669,-0.99054818
7,5,STANDING,train,-0.97718142,-0.99585521,-0.98758881,-0.99574659,-0.97718142,-0.98529884
7,5,STANDING,train,-0.98024322,-0.99680038,-0.98782254,-0.99455822,-0.98024322,-0.987796
7,5,STANDING,train,-0.98169433,-0.99542152,-0.98905043,-0.99491297,-0.98169433,-0.98970325
7,5,STANDING,train,-0.98204142,-0.99344359,-0.98714987,-0.99498391,-0.98204142,-0.99118449
7,5,STANDING,train,-0.97933582,-0.98557019,-0.98416918,-0.99049819,-0.97933582,-0.96417878
7,4,SITTING,train,-0.67789427,-0.90967061,-0.80213631,-0.92921017,-0.67789427,-0.60266863
7,4,SITTING,train,-0.90523543,-0.95892507,-0.93168768,-0.96277772,-0.90523543,-0.91038461
7,4,SITTING,train,-0.94712673,-0.96084793,-0.91740242,-0.96269314,-0.94712673,-0.92656908
7,4,SITTING,train,-0.89337241,-0.95048987,-0.66480007,-0.93795315,-0.89337241,-0.87044564
7,4,SITTING,train,-0.81431502,-0.94310891,-0.60024514,-0.93096434,-0.81431502,-0.87991728
7,4,SITTING,train,-0.85925264,-0.97093223,-0.88582695,-0.97137877,-0.85925264,-0.83754676
7,4,SITTING,train,-0.95850102,-0.9932473,-0.98430118,-0.99468332,-0.95850102,-0.94632881
7,4,SITTING,train,-0.98856917,-0.99190866,-0.97946869,-0.99596783,-0.98856917,-0.98730827
7,4,SITTING,train,-0.98514165,-0.99067607,-0.9837196,-0.99561453,-0.98514165,-0.98858205
7,4,SITTING,train,-0.98285257,-0.99291677,-0.98466444,-0.99498289,-0.98285257,-0.98800907
7,4,SITTING,train,-0.98159195,-0.99459336,-0.98695231,-0.99576275,-0.98159195,-0.987068
7,4,SITTING,train,-0.98340288,-0.99419737,-0.98698081,-0.99606201,-0.98340288,-0.98564428
7,4,SITTING,train,-0.4355049,-0.92698003,-0.45006216,-0.95876371,-0.4355049,-0.16536533
7,4,SITTING,train,-0.89592417,-0.99062725,-0.6136753,-0.99125439,-0.89592417,-0.9532228
7,4,SITTING,train,-0.9713151,-0.9949554,-0.80981213,-0.99536093,-0.9713151,-0.9723327
7,4,SITTING,train,-0.98681662,-0.99518832,-0.93444021,-0.99724168,-0.98681662,-0.99118419
7,4,SITTING,train,-0.98162511,-0.99381433,-0.97669616,-0.99678773,-0.98162511,-0.98330458
7,4,SITTING,train,-0.97966296,-0.99208785,-0.97141618,-0.99561614,-0.97966296,-0.98462568
7,4,SITTING,train,-0.9843047,-0.98937649,-0.97629077,-0.99607665,-0.9843047,-0.98502523
7,4,SITTING,train,-0.98566765,-0.98955454,-0.98533698,-0.99693547,-0.98566765,-0.98488387
7,4,SITTING,train,-0.99081789,-0.9924197,-0.98620969,-0.99576348,-0.99081789,-0.99091809
7,4,SITTING,train,-0.99081563,-0.99126118,-0.98456697,-0.99537935,-0.99081563,-0.98940687
7,6,LAYING,train,-0.52661148,-0.90969807,-0.57782108,-0.9401378,-0.52661148,-0.28954862
7,6,LAYING,train,-0.93465325,-0.9881888,-0.73691474,-0.99097947,-0.93465325,-0.97542717
7,6,LAYING,train,-0.94733795,-0.98688091,-0.85972292,-0.98985725,-0.94733795,-0.97691641
7,6,LAYING,train,-0.93924475,-0.96297541,-0.9193556,-0.9635189,-0.93924475,-0.93107356
7,6,LAYING,train,-0.9466834,-0.96425262,-0.95037532,-0.9635562,-0.9466834,-0.93411545
7,6,LAYING,train,-0.97013789,-0.98829309,-0.97123756,-0.98937185,-0.97013789,-0.98476694
7,6,LAYING,train,-0.97472906,-0.99156892,-0.97112747,-0.99201658,-0.97472906,-0.97862703
7,6,LAYING,train,-0.95988361,-0.9892403,-0.96432019,-0.9899898,-0.95988361,-0.9703474
7,6,LAYING,train,-0.95602301,-0.98814235,-0.96795251,-0.98995947,-0.95602301,-0.97375729
7,6,LAYING,train,-0.96314269,-0.98958278,-0.97491658,-0.99489106,-0.96314269,-0.98051845
7,6,LAYING,train,-0.97166972,-0.99111063,-0.97714162,-0.99612085,-0.97166972,-0.9867232
7,6,LAYING,train,-0.97034282,-0.99251979,-0.97311635,-0.99546076,-0.97034282,-0.98487505
7,6,LAYING,train,-0.95615837,-0.98306422,-0.96138601,-0.9851484,-0.95615837,-0.9663564
7,6,LAYING,train,-0.83660211,-0.96810483,-0.68675182,-0.97375357,-0.83660211,-0.78552879
7,6,LAYING,train,-0.94416175,-0.98860757,-0.83586264,-0.99251011,-0.94416175,-0.98314092
7,6,LAYING,train,-0.96176778,-0.98964576,-0.92888014,-0.99308132,-0.96176778,-0.98540109
7,6,LAYING,train,-0.96857567,-0.99017766,-0.96453667,-0.9932784,-0.96857567,-0.98621528
7,6,LAYING,train,-0.96386683,-0.99100739,-0.97178482,-0.99389868,-0.96386683,-0.97949409
7,6,LAYING,train,-0.96432962,-0.99279997,-0.96464691,-0.99462334,-0.96432962,-0.98587593
7,6,LAYING,train,-0.96861573,-0.99163393,-0.97199489,-0.9951696,-0.96861573,-0.98501767
7,6,LAYING,train,-0.97013078,-0.99172521,-0.976212,-0.99473711,-0.97013078,-0.98432784
7,6,LAYING,train,-0.97150366,-0.9918658,-0.97808215,-0.99496089,-0.97150366,-0.98667634
7,6,LAYING,train,-0.97132931,-0.99059373,-0.97659729,-0.99471995,-0.97132931,-0.98861208
7,6,LAYING,train,-0.97174989,-0.99217193,-0.97684817,-0.99433886,-0.97174989,-0.98779212
7,6,LAYING,train,-0.94866508,-0.97879209,-0.95611953,-0.980185,-0.94866508,-0.95689438
7,1,WALKING,train,-0.2050211,-0.32542717,-0.22778837,-0.41548523,-0.2050211,-0.19511218
7,1,WALKING,train,-0.10759196,-0.20505089,-0.27667888,-0.31514857,-0.10759196,-0.21678292
7,1,WALKING,train,-0.025010865,-0.076187226,-0.20530594,-0.17021038,-0.025010865,-0.056167126
7,1,WALKING,train,0.024792264,-0.039913046,-0.1450541,-0.067018758,0.024792264,0.03876586
7,1,WALKING,train,0.039757816,-0.045693424,-0.1802486,-0.11248059,0.039757816,0.0099330657
7,1,WALKING,train,-0.026983785,-0.12602758,-0.19660147,-0.15537042,-0.026983785,-0.0031579395
7,1,WALKING,train,-0.10235178,-0.21347859,-0.26863028,-0.23588143,-0.10235178,-0.13363955
7,1,WALKING,train,-0.04023793,-0.097817375,-0.25268513,-0.17493405,-0.04023793,-0.031736703
7,1,WALKING,train,-0.031992514,-0.058827193,-0.23263028,-0.18079807,-0.031992514,0.026975865
7,1,WALKING,train,-0.028671611,-0.068278766,-0.2270015,-0.21297844,-0.028671611,0.025843851
7,1,WALKING,train,0.0060028995,-0.088062943,-0.18803561,-0.14141267,0.0060028995,-0.095948972
7,1,WALKING,train,-0.044232526,-0.19187444,-0.25414506,-0.20838923,-0.044232526,-0.16980818
7,1,WALKING,train,-0.058068305,-0.15530825,-0.30235321,-0.26627877,-0.058068305,-0.11012532
7,1,WALKING,train,-0.13294205,-0.19213199,-0.31403354,-0.34116151,-0.13294205,-0.11125458
7,1,WALKING,train,-0.19255715,-0.37817097,-0.14649403,-0.42868824,-0.19255715,-0.28114658
7,1,WALKING,train,-0.11747392,-0.21515384,-0.19612493,-0.27022026,-0.11747392,-0.14761953
7,1,WALKING,train,-0.045411412,-0.10864184,-0.19346672,-0.16916073,-0.045411412,-0.083045764
7,1,WALKING,train,-0.068326543,-0.16300031,-0.26925798,-0.22182305,-0.068326543,-0.16632484
7,1,WALKING,train,-0.052724743,-0.15085528,-0.27761743,-0.22751047,-0.052724743,-0.16253289
7,1,WALKING,train,-0.001751377,-0.068903654,-0.2049198,-0.13137374,-0.001751377,-0.024183924
7,1,WALKING,train,-0.016776237,-0.088901359,-0.21792795,-0.12356914,-0.016776237,-0.054143924
7,1,WALKING,train,0.0047763687,-0.098781013,-0.21012179,-0.16248002,0.0047763687,-0.15597293
7,1,WALKING,train,0.015933502,-0.092488299,-0.19365006,-0.18013708,0.015933502,-0.13362922
7,1,WALKING,train,0.031843883,-0.013244237,-0.19194922,-0.12450181,0.031843883,-0.046076029
7,1,WALKING,train,0.015641076,0.014643607,-0.18642844,-0.11798626,0.015641076,0.0037298648
7,1,WALKING,train,-0.037435866,-0.072752792,-0.2283171,-0.15394781,-0.037435866,-0.099105477
7,1,WALKING,train,-0.039031074,-0.10729379,-0.23085159,-0.17666884,-0.039031074,-0.093897921
7,1,WALKING,train,-0.040417832,-0.099704494,-0.18103096,-0.20170471,-0.040417832,0.070166253
7,3,WALKING_DOWNSTAIRS,train,0.10264524,-0.15601741,-0.2903311,-0.39767521,0.10264524,0.19461657
7,3,WALKING_DOWNSTAIRS,train,0.057126141,-0.18557064,-0.25851329,-0.48964993,0.057126141,0.21731262
7,3,WALKING_DOWNSTAIRS,train,0.067556728,-0.21601745,-0.11384915,-0.49366775,0.067556728,0.2378362
7,3,WALKING_DOWNSTAIRS,train,0.091450261,-0.19883148,-0.17398077,-0.45481465,0.091450261,0.21131549
7,3,WALKING_DOWNSTAIRS,train,0.11425898,-0.14726407,-0.13623243,-0.38867742,0.11425898,0.34603095
7,3,WALKING_DOWNSTAIRS,train,0.18406951,-0.018307962,-0.034195902,-0.24424276,0.18406951,0.39899587
7,3,WALKING_DOWNSTAIRS,train,0.13382301,-0.10962363,-0.12870804,-0.30136482,0.13382301,0.38715804
7,3,WALKING_DOWNSTAIRS,train,0.14552278,-0.094641226,-0.19579922,-0.34792968,0.14552278,0.34043866
7,3,WALKING_DOWNSTAIRS,train,0.090223537,-0.14597073,-0.088605371,-0.4479145,0.090223537,0.2132256
7,3,WALKING_DOWNSTAIRS,train,-0.0025281675,-0.16836691,-0.015055312,-0.42776053,-0.0025281675,0.034200763
7,3,WALKING_DOWNSTAIRS,train,0.087053124,-0.052226588,0.053700241,-0.34299641,0.087053124,0.29090384
7,3,WALKING_DOWNSTAIRS,train,0.10911748,-0.032436349,-0.20049636,-0.34239044,0.10911748,0.47194095
7,3,WALKING_DOWNSTAIRS,train,0.071945898,-0.12934282,-0.1466202,-0.3469339,0.071945898,0.15791403
7,3,WALKING_DOWNSTAIRS,train,0.17164406,-0.013792971,0.016476047,-0.28453812,0.17164406,0.33532621
7,3,WALKING_DOWNSTAIRS,train,0.12389951,-0.081227673,-0.19727295,-0.37805915,0.12389951,0.13799525
7,3,WALKING_DOWNSTAIRS,train,0.023509506,-0.15678158,-0.19765169,-0.39875732,0.023509506,0.11009745
7,3,WALKING_DOWNSTAIRS,train,0.020635272,-0.17700676,-0.070652986,-0.35943455,0.020635272,0.06065366
7,3,WALKING_DOWNSTAIRS,train,0.16715891,-0.027877583,0.064514361,-0.24660066,0.16715891,0.20578785
7,3,WALKING_DOWNSTAIRS,train,0.19385206,0.029019112,-0.077751626,-0.20440994,0.19385206,0.24608041
7,3,WALKING_DOWNSTAIRS,train,0.20974639,-0.00076881573,-0.11368945,-0.25386477,0.20974639,0.22089938
7,3,WALKING_DOWNSTAIRS,train,0.11726936,-0.07986715,-0.11654996,-0.32920892,0.11726936,0.31695396
7,3,WALKING_DOWNSTAIRS,train,0.039943309,-0.13005792,-0.15461455,-0.3529996,0.039943309,0.30876482
7,2,WALKING_UPSTAIRS,train,-0.0041513819,-0.35642901,-0.065933832,-0.61821056,-0.0041513819,-0.25536559
7,2,WALKING_UPSTAIRS,train,-0.11726314,-0.41674085,-0.25140274,-0.63160564,-0.11726314,-0.39043152
7,2,WALKING_UPSTAIRS,train,-0.20634674,-0.45578206,-0.20516518,-0.65170952,-0.20634674,-0.43200622
7,2,WALKING_UPSTAIRS,train,-0.20599156,-0.44522304,-0.25265973,-0.67960346,-0.20599156,-0.32500211
7,2,WALKING_UPSTAIRS,train,-0.21810156,-0.45546219,-0.43692926,-0.698566,-0.21810156,-0.30072528
7,2,WALKING_UPSTAIRS,train,-0.19390064,-0.47685545,-0.31239304,-0.66404317,-0.19390064,-0.43255344
7,2,WALKING_UPSTAIRS,train,-0.18474623,-0.44660743,-0.22410328,-0.63780458,-0.18474623,-0.32937483
7,2,WALKING_UPSTAIRS,train,-0.2413167,-0.46158587,-0.30509103,-0.66372134,-0.2413167,-0.31740622
7,2,WALKING_UPSTAIRS,train,-0.27627233,-0.51123353,-0.35171643,-0.68631205,-0.27627233,-0.3921486
7,2,WALKING_UPSTAIRS,train,-0.019474229,-0.35318924,-0.060527758,-0.57815492,-0.019474229,-0.21156064
7,2,WALKING_UPSTAIRS,train,-0.09942931,-0.31438377,-0.24860218,-0.60710195,-0.09942931,-0.13730596
7,2,WALKING_UPSTAIRS,train,-0.13386109,-0.36825787,-0.20621666,-0.61711565,-0.13386109,-0.14290013
7,2,WALKING_UPSTAIRS,train,-0.22500838,-0.45108683,-0.20049126,-0.62191217,-0.22500838,-0.28130408
7,2,WALKING_UPSTAIRS,train,-0.25950517,-0.47856635,-0.28188685,-0.65905149,-0.25950517,-0.39837374
7,2,WALKING_UPSTAIRS,train,-0.22059119,-0.4783275,-0.33301321,-0.69091781,-0.22059119,-0.38100232
7,2,WALKING_UPSTAIRS,train,-0.23747397,-0.43337951,-0.35178502,-0.61479403,-0.23747397,-0.41172461
7,2,WALKING_UPSTAIRS,train,-0.27172817,-0.4418585,-0.29695219,-0.59341447,-0.27172817,-0.38730413
7,2,WALKING_UPSTAIRS,train,0.032933353,-0.31982937,-0.083815349,-0.58100661,0.032933353,-0.15925521
